Fecha,Palabra Clave,Puntuación,País,Código Google Trend,Created_at
2013-02,Depresión,69,Bélgica,BE,23/05/2024
2013-03,Depresión,76,Bélgica,BE,23/05/2024
2013-04,Depresión,69,Bélgica,BE,23/05/2024
2013-05,Depresión,77,Bélgica,BE,23/05/2024
2013-06,Depresión,70,Bélgica,BE,23/05/2024
2013-07,Depresión,60,Bélgica,BE,23/05/2024
2013-08,Depresión,62,Bélgica,BE,23/05/2024
2013-09,Depresión,64,Bélgica,BE,23/05/2024
2013-10,Depresión,75,Bélgica,BE,23/05/2024
2013-11,Depresión,77,Bélgica,BE,23/05/2024
2013-12,Depresión,83,Bélgica,BE,23/05/2024
2014-01,Depresión,82,Bélgica,BE,23/05/2024
2014-02,Depresión,81,Bélgica,BE,23/05/2024
2014-03,Depresión,81,Bélgica,BE,23/05/2024
2014-04,Depresión,82,Bélgica,BE,23/05/2024
2014-05,Depresión,72,Bélgica,BE,23/05/2024
2014-06,Depresión,77,Bélgica,BE,23/05/2024
2014-07,Depresión,67,Bélgica,BE,23/05/2024
2014-08,Depresión,80,Bélgica,BE,23/05/2024
2014-09,Depresión,76,Bélgica,BE,23/05/2024
2014-10,Depresión,77,Bélgica,BE,23/05/2024
2014-11,Depresión,90,Bélgica,BE,23/05/2024
2014-12,Depresión,82,Bélgica,BE,23/05/2024
2015-01,Depresión,89,Bélgica,BE,23/05/2024
2015-02,Depresión,80,Bélgica,BE,23/05/2024
2015-03,Depresión,81,Bélgica,BE,23/05/2024
2015-04,Depresión,85,Bélgica,BE,23/05/2024
2015-05,Depresión,88,Bélgica,BE,23/05/2024
2015-06,Depresión,80,Bélgica,BE,23/05/2024
2015-07,Depresión,79,Bélgica,BE,23/05/2024
2015-08,Depresión,82,Bélgica,BE,23/05/2024
2015-09,Depresión,81,Bélgica,BE,23/05/2024
2015-10,Depresión,85,Bélgica,BE,23/05/2024
2015-11,Depresión,94,Bélgica,BE,23/05/2024
2015-12,Depresión,100,Bélgica,BE,23/05/2024
2016-01,Depresión,94,Bélgica,BE,23/05/2024
2016-02,Depresión,88,Bélgica,BE,23/05/2024
2016-03,Depresión,92,Bélgica,BE,23/05/2024
2016-04,Depresión,90,Bélgica,BE,23/05/2024
2016-05,Depresión,92,Bélgica,BE,23/05/2024
2016-06,Depresión,77,Bélgica,BE,23/05/2024
2016-07,Depresión,79,Bélgica,BE,23/05/2024
2016-08,Depresión,82,Bélgica,BE,23/05/2024
2016-09,Depresión,86,Bélgica,BE,23/05/2024
2016-10,Depresión,86,Bélgica,BE,23/05/2024
2016-11,Depresión,48,Bélgica,BE,23/05/2024
2016-12,Depresión,42,Bélgica,BE,23/05/2024
2017-01,Depresión,48,Bélgica,BE,23/05/2024
2017-02,Depresión,42,Bélgica,BE,23/05/2024
2017-03,Depresión,41,Bélgica,BE,23/05/2024
2017-04,Depresión,40,Bélgica,BE,23/05/2024
2017-05,Depresión,48,Bélgica,BE,23/05/2024
2017-06,Depresión,40,Bélgica,BE,23/05/2024
2017-07,Depresión,39,Bélgica,BE,23/05/2024
2017-08,Depresión,46,Bélgica,BE,23/05/2024
2017-09,Depresión,43,Bélgica,BE,23/05/2024
2017-10,Depresión,52,Bélgica,BE,23/05/2024
2017-11,Depresión,46,Bélgica,BE,23/05/2024
2017-12,Depresión,41,Bélgica,BE,23/05/2024
2018-01,Depresión,50,Bélgica,BE,23/05/2024
2018-02,Depresión,46,Bélgica,BE,23/05/2024
2018-03,Depresión,69,Bélgica,BE,23/05/2024
2018-04,Depresión,61,Bélgica,BE,23/05/2024
2018-05,Depresión,66,Bélgica,BE,23/05/2024
2018-06,Depresión,66,Bélgica,BE,23/05/2024
2018-07,Depresión,59,Bélgica,BE,23/05/2024
2018-08,Depresión,60,Bélgica,BE,23/05/2024
2018-09,Depresión,68,Bélgica,BE,23/05/2024
2018-10,Depresión,63,Bélgica,BE,23/05/2024
2018-11,Depresión,66,Bélgica,BE,23/05/2024
2018-12,Depresión,72,Bélgica,BE,23/05/2024
2019-01,Depresión,79,Bélgica,BE,23/05/2024
2019-02,Depresión,71,Bélgica,BE,23/05/2024
2019-03,Depresión,69,Bélgica,BE,23/05/2024
2019-04,Depresión,70,Bélgica,BE,23/05/2024
2019-05,Depresión,65,Bélgica,BE,23/05/2024
2019-06,Depresión,65,Bélgica,BE,23/05/2024
2019-07,Depresión,69,Bélgica,BE,23/05/2024
2019-08,Depresión,51,Bélgica,BE,23/05/2024
2019-09,Depresión,47,Bélgica,BE,23/05/2024
2019-10,Depresión,53,Bélgica,BE,23/05/2024
2019-11,Depresión,53,Bélgica,BE,23/05/2024
2019-12,Depresión,53,Bélgica,BE,23/05/2024
2020-01,Depresión,46,Bélgica,BE,23/05/2024
2020-02,Depresión,48,Bélgica,BE,23/05/2024
2020-03,Depresión,37,Bélgica,BE,23/05/2024
2020-04,Depresión,46,Bélgica,BE,23/05/2024
2020-05,Depresión,50,Bélgica,BE,23/05/2024
2020-06,Depresión,48,Bélgica,BE,23/05/2024
2020-07,Depresión,42,Bélgica,BE,23/05/2024
2020-08,Depresión,41,Bélgica,BE,23/05/2024
2020-09,Depresión,48,Bélgica,BE,23/05/2024
2020-10,Depresión,47,Bélgica,BE,23/05/2024
2020-11,Depresión,65,Bélgica,BE,23/05/2024
2020-12,Depresión,49,Bélgica,BE,23/05/2024
2021-01,Depresión,56,Bélgica,BE,23/05/2024
2021-02,Depresión,55,Bélgica,BE,23/05/2024
2021-03,Depresión,51,Bélgica,BE,23/05/2024
2021-04,Depresión,50,Bélgica,BE,23/05/2024
2021-05,Depresión,54,Bélgica,BE,23/05/2024
2021-06,Depresión,57,Bélgica,BE,23/05/2024
2021-07,Depresión,47,Bélgica,BE,23/05/2024
2021-08,Depresión,55,Bélgica,BE,23/05/2024
2021-09,Depresión,54,Bélgica,BE,23/05/2024
2021-10,Depresión,55,Bélgica,BE,23/05/2024
2021-11,Depresión,55,Bélgica,BE,23/05/2024
2021-12,Depresión,57,Bélgica,BE,23/05/2024
2022-01,Depresión,67,Bélgica,BE,23/05/2024
2022-02,Depresión,60,Bélgica,BE,23/05/2024
2022-03,Depresión,61,Bélgica,BE,23/05/2024
2022-04,Depresión,60,Bélgica,BE,23/05/2024
2022-05,Depresión,57,Bélgica,BE,23/05/2024
2022-06,Depresión,58,Bélgica,BE,23/05/2024
2022-07,Depresión,57,Bélgica,BE,23/05/2024
2022-08,Depresión,59,Bélgica,BE,23/05/2024
2022-09,Depresión,59,Bélgica,BE,23/05/2024
2022-10,Depresión,69,Bélgica,BE,23/05/2024
2022-11,Depresión,70,Bélgica,BE,23/05/2024
2022-12,Depresión,58,Bélgica,BE,23/05/2024
2023-01,Depresión,65,Bélgica,BE,23/05/2024
2023-02,Depresión,59,Bélgica,BE,23/05/2024
2023-03,Depresión,96,Bélgica,BE,23/05/2024
2023-04,Depresión,81,Bélgica,BE,23/05/2024
2023-05,Depresión,81,Bélgica,BE,23/05/2024
2023-06,Depresión,70,Bélgica,BE,23/05/2024
2023-07,Depresión,69,Bélgica,BE,23/05/2024
2023-08,Depresión,89,Bélgica,BE,23/05/2024
2023-09,Depresión,73,Bélgica,BE,23/05/2024
2023-10,Depresión,82,Bélgica,BE,23/05/2024
2023-11,Depresión,83,Bélgica,BE,23/05/2024
2023-12,Depresión,73,Bélgica,BE,23/05/2024
2024-01,Depresión,88,Bélgica,BE,23/05/2024
2024-02,Depresión,88,Bélgica,BE,23/05/2024
2024-03,Depresión,79,Bélgica,BE,23/05/2024
2024-04,Depresión,86,Bélgica,BE,23/05/2024
2024-05,Depresión,82,Bélgica,BE,23/05/2024
Categoría: Todas las categorías,Depresión,,Chipre,CY,23/05/2024
Mes,Depresión,Depresión: (Chipre),Chipre,CY,23/05/2024
2010-01,Depresión,59,Chipre,CY,23/05/2024
2010-02,Depresión,70,Chipre,CY,23/05/2024
2010-03,Depresión,76,Chipre,CY,23/05/2024
2010-04,Depresión,64,Chipre,CY,23/05/2024
2010-05,Depresión,84,Chipre,CY,23/05/2024
2010-06,Depresión,0,Chipre,CY,23/05/2024
2010-07,Depresión,0,Chipre,CY,23/05/2024
2010-08,Depresión,82,Chipre,CY,23/05/2024
2010-09,Depresión,84,Chipre,CY,23/05/2024
2010-10,Depresión,0,Chipre,CY,23/05/2024
2010-11,Depresión,0,Chipre,CY,23/05/2024
2010-12,Depresión,77,Chipre,CY,23/05/2024
2011-01,Depresión,77,Chipre,CY,23/05/2024
2011-02,Depresión,54,Chipre,CY,23/05/2024
2011-03,Depresión,60,Chipre,CY,23/05/2024
2011-04,Depresión,63,Chipre,CY,23/05/2024
2011-05,Depresión,65,Chipre,CY,23/05/2024
2011-06,Depresión,55,Chipre,CY,23/05/2024
2011-07,Depresión,38,Chipre,CY,23/05/2024
2011-08,Depresión,45,Chipre,CY,23/05/2024
2011-09,Depresión,68,Chipre,CY,23/05/2024
2011-10,Depresión,74,Chipre,CY,23/05/2024
2011-11,Depresión,67,Chipre,CY,23/05/2024
2011-12,Depresión,68,Chipre,CY,23/05/2024
2012-01,Depresión,80,Chipre,CY,23/05/2024
2012-02,Depresión,82,Chipre,CY,23/05/2024
2012-03,Depresión,100,Chipre,CY,23/05/2024
2012-04,Depresión,60,Chipre,CY,23/05/2024
2012-05,Depresión,67,Chipre,CY,23/05/2024
2012-06,Depresión,72,Chipre,CY,23/05/2024
2012-07,Depresión,66,Chipre,CY,23/05/2024
2012-08,Depresión,64,Chipre,CY,23/05/2024
2012-09,Depresión,69,Chipre,CY,23/05/2024
2012-10,Depresión,74,Chipre,CY,23/05/2024
2012-11,Depresión,59,Chipre,CY,23/05/2024
2012-12,Depresión,56,Chipre,CY,23/05/2024
2013-01,Depresión,56,Chipre,CY,23/05/2024
2013-02,Depresión,65,Chipre,CY,23/05/2024
2013-03,Depresión,63,Chipre,CY,23/05/2024
2013-04,Depresión,74,Chipre,CY,23/05/2024
2013-05,Depresión,60,Chipre,CY,23/05/2024
2013-06,Depresión,49,Chipre,CY,23/05/2024
2013-07,Depresión,55,Chipre,CY,23/05/2024
2013-08,Depresión,71,Chipre,CY,23/05/2024
2013-09,Depresión,48,Chipre,CY,23/05/2024
2013-10,Depresión,56,Chipre,CY,23/05/2024
2013-11,Depresión,61,Chipre,CY,23/05/2024
2013-12,Depresión,59,Chipre,CY,23/05/2024
2014-01,Depresión,57,Chipre,CY,23/05/2024
2014-02,Depresión,52,Chipre,CY,23/05/2024
2014-03,Depresión,73,Chipre,CY,23/05/2024
2014-04,Depresión,67,Chipre,CY,23/05/2024
2014-05,Depresión,68,Chipre,CY,23/05/2024
2014-06,Depresión,59,Chipre,CY,23/05/2024
2014-07,Depresión,48,Chipre,CY,23/05/2024
2014-08,Depresión,89,Chipre,CY,23/05/2024
2014-09,Depresión,80,Chipre,CY,23/05/2024
2014-10,Depresión,63,Chipre,CY,23/05/2024
2014-11,Depresión,73,Chipre,CY,23/05/2024
2014-12,Depresión,71,Chipre,CY,23/05/2024
2015-01,Depresión,68,Chipre,CY,23/05/2024
2015-02,Depresión,65,Chipre,CY,23/05/2024
2015-03,Depresión,77,Chipre,CY,23/05/2024
2015-04,Depresión,73,Chipre,CY,23/05/2024
2015-05,Depresión,68,Chipre,CY,23/05/2024
2015-06,Depresión,64,Chipre,CY,23/05/2024
2015-07,Depresión,54,Chipre,CY,23/05/2024
2015-08,Depresión,63,Chipre,CY,23/05/2024
2015-09,Depresión,73,Chipre,CY,23/05/2024
2015-10,Depresión,78,Chipre,CY,23/05/2024
2015-11,Depresión,83,Chipre,CY,23/05/2024
2015-12,Depresión,83,Chipre,CY,23/05/2024
2016-01,Depresión,75,Chipre,CY,23/05/2024
2016-02,Depresión,60,Chipre,CY,23/05/2024
2016-03,Depresión,75,Chipre,CY,23/05/2024
2016-04,Depresión,75,Chipre,CY,23/05/2024
2016-05,Depresión,69,Chipre,CY,23/05/2024
2016-06,Depresión,64,Chipre,CY,23/05/2024
2016-07,Depresión,60,Chipre,CY,23/05/2024
2016-08,Depresión,64,Chipre,CY,23/05/2024
2016-09,Depresión,49,Chipre,CY,23/05/2024
2016-10,Depresión,80,Chipre,CY,23/05/2024
2016-11,Depresión,56,Chipre,CY,23/05/2024
2016-12,Depresión,69,Chipre,CY,23/05/2024
2017-01,Depresión,67,Chipre,CY,23/05/2024
2017-02,Depresión,77,Chipre,CY,23/05/2024
2017-03,Depresión,68,Chipre,CY,23/05/2024
2017-04,Depresión,71,Chipre,CY,23/05/2024
2017-05,Depresión,66,Chipre,CY,23/05/2024
2017-06,Depresión,55,Chipre,CY,23/05/2024
2017-07,Depresión,70,Chipre,CY,23/05/2024
2017-08,Depresión,71,Chipre,CY,23/05/2024
2017-09,Depresión,75,Chipre,CY,23/05/2024
2017-10,Depresión,78,Chipre,CY,23/05/2024
2017-11,Depresión,72,Chipre,CY,23/05/2024
2017-12,Depresión,78,Chipre,CY,23/05/2024
2018-01,Depresión,65,Chipre,CY,23/05/2024
2018-02,Depresión,76,Chipre,CY,23/05/2024
2018-03,Depresión,67,Chipre,CY,23/05/2024
2018-04,Depresión,88,Chipre,CY,23/05/2024
2018-05,Depresión,82,Chipre,CY,23/05/2024
2018-06,Depresión,69,Chipre,CY,23/05/2024
2018-07,Depresión,70,Chipre,CY,23/05/2024
2018-08,Depresión,64,Chipre,CY,23/05/2024
2018-09,Depresión,78,Chipre,CY,23/05/2024
2018-10,Depresión,73,Chipre,CY,23/05/2024
2018-11,Depresión,85,Chipre,CY,23/05/2024
2018-12,Depresión,85,Chipre,CY,23/05/2024
2019-01,Depresión,63,Chipre,CY,23/05/2024
2019-02,Depresión,79,Chipre,CY,23/05/2024
2019-03,Depresión,92,Chipre,CY,23/05/2024
2019-04,Depresión,80,Chipre,CY,23/05/2024
2019-05,Depresión,94,Chipre,CY,23/05/2024
2019-06,Depresión,70,Chipre,CY,23/05/2024
2019-07,Depresión,66,Chipre,CY,23/05/2024
2019-08,Depresión,83,Chipre,CY,23/05/2024
2019-09,Depresión,84,Chipre,CY,23/05/2024
2019-10,Depresión,73,Chipre,CY,23/05/2024
2019-11,Depresión,78,Chipre,CY,23/05/2024
2019-12,Depresión,71,Chipre,CY,23/05/2024
2020-01,Depresión,66,Chipre,CY,23/05/2024
2020-02,Depresión,72,Chipre,CY,23/05/2024
2020-03,Depresión,72,Chipre,CY,23/05/2024
2020-04,Depresión,77,Chipre,CY,23/05/2024
2020-05,Depresión,83,Chipre,CY,23/05/2024
2020-06,Depresión,81,Chipre,CY,23/05/2024
2020-07,Depresión,69,Chipre,CY,23/05/2024
2020-08,Depresión,76,Chipre,CY,23/05/2024
2020-09,Depresión,80,Chipre,CY,23/05/2024
2020-10,Depresión,72,Chipre,CY,23/05/2024
2020-11,Depresión,77,Chipre,CY,23/05/2024
2020-12,Depresión,75,Chipre,CY,23/05/2024
2021-01,Depresión,68,Chipre,CY,23/05/2024
2021-02,Depresión,72,Chipre,CY,23/05/2024
2021-03,Depresión,75,Chipre,CY,23/05/2024
2021-04,Depresión,82,Chipre,CY,23/05/2024
2021-05,Depresión,63,Chipre,CY,23/05/2024
2021-06,Depresión,74,Chipre,CY,23/05/2024
2021-07,Depresión,54,Chipre,CY,23/05/2024
2021-08,Depresión,79,Chipre,CY,23/05/2024
2021-09,Depresión,57,Chipre,CY,23/05/2024
2021-10,Depresión,72,Chipre,CY,23/05/2024
2021-11,Depresión,68,Chipre,CY,23/05/2024
2021-12,Depresión,78,Chipre,CY,23/05/2024
2022-01,Depresión,67,Chipre,CY,23/05/2024
2022-02,Depresión,69,Chipre,CY,23/05/2024
2022-03,Depresión,53,Chipre,CY,23/05/2024
2022-04,Depresión,48,Chipre,CY,23/05/2024
2022-05,Depresión,58,Chipre,CY,23/05/2024
2022-06,Depresión,55,Chipre,CY,23/05/2024
2022-07,Depresión,52,Chipre,CY,23/05/2024
2022-08,Depresión,51,Chipre,CY,23/05/2024
2022-09,Depresión,41,Chipre,CY,23/05/2024
2022-10,Depresión,56,Chipre,CY,23/05/2024
2022-11,Depresión,62,Chipre,CY,23/05/2024
2022-12,Depresión,62,Chipre,CY,23/05/2024
2023-01,Depresión,60,Chipre,CY,23/05/2024
2023-02,Depresión,48,Chipre,CY,23/05/2024
2023-03,Depresión,53,Chipre,CY,23/05/2024
2023-04,Depresión,63,Chipre,CY,23/05/2024
2023-05,Depresión,58,Chipre,CY,23/05/2024
2023-06,Depresión,57,Chipre,CY,23/05/2024
2023-07,Depresión,43,Chipre,CY,23/05/2024
2023-08,Depresión,57,Chipre,CY,23/05/2024
2023-09,Depresión,49,Chipre,CY,23/05/2024
2023-10,Depresión,54,Chipre,CY,23/05/2024
2023-11,Depresión,59,Chipre,CY,23/05/2024
2023-12,Depresión,65,Chipre,CY,23/05/2024
2024-01,Depresión,55,Chipre,CY,23/05/2024
2024-02,Depresión,52,Chipre,CY,23/05/2024
2024-03,Depresión,58,Chipre,CY,23/05/2024
2024-04,Depresión,53,Chipre,CY,23/05/2024
2024-05,Depresión,54,Chipre,CY,23/05/2024
Categoría: Todas las categorías,Depresión,,Alemania,DE,23/05/2024
Mes,Depresión,Depresión: (Alemania),Alemania,DE,23/05/2024
2010-01,Depresión,30,Alemania,DE,23/05/2024
2010-02,Depresión,28,Alemania,DE,23/05/2024
2010-03,Depresión,28,Alemania,DE,23/05/2024
2010-04,Depresión,26,Alemania,DE,23/05/2024
2010-05,Depresión,28,Alemania,DE,23/05/2024
2010-06,Depresión,25,Alemania,DE,23/05/2024
2010-07,Depresión,26,Alemania,DE,23/05/2024
2010-08,Depresión,27,Alemania,DE,23/05/2024
2010-09,Depresión,28,Alemania,DE,23/05/2024
2010-10,Depresión,32,Alemania,DE,23/05/2024
2010-11,Depresión,34,Alemania,DE,23/05/2024
2010-12,Depresión,25,Alemania,DE,23/05/2024
2011-01,Depresión,28,Alemania,DE,23/05/2024
2011-02,Depresión,28,Alemania,DE,23/05/2024
2011-03,Depresión,27,Alemania,DE,23/05/2024
2011-04,Depresión,25,Alemania,DE,23/05/2024
2011-05,Depresión,27,Alemania,DE,23/05/2024
2011-06,Depresión,29,Alemania,DE,23/05/2024
2011-07,Depresión,30,Alemania,DE,23/05/2024
2011-08,Depresión,31,Alemania,DE,23/05/2024
2011-09,Depresión,28,Alemania,DE,23/05/2024
2011-10,Depresión,28,Alemania,DE,23/05/2024
2011-11,Depresión,29,Alemania,DE,23/05/2024
2011-12,Depresión,27,Alemania,DE,23/05/2024
2012-01,Depresión,30,Alemania,DE,23/05/2024
2012-02,Depresión,30,Alemania,DE,23/05/2024
2012-03,Depresión,30,Alemania,DE,23/05/2024
2012-04,Depresión,29,Alemania,DE,23/05/2024
2012-05,Depresión,28,Alemania,DE,23/05/2024
2012-06,Depresión,29,Alemania,DE,23/05/2024
2012-07,Depresión,29,Alemania,DE,23/05/2024
2012-08,Depresión,31,Alemania,DE,23/05/2024
2012-09,Depresión,28,Alemania,DE,23/05/2024
2012-10,Depresión,30,Alemania,DE,23/05/2024
2012-11,Depresión,30,Alemania,DE,23/05/2024
2012-12,Depresión,27,Alemania,DE,23/05/2024
2013-01,Depresión,32,Alemania,DE,23/05/2024
2013-02,Depresión,33,Alemania,DE,23/05/2024
2013-03,Depresión,28,Alemania,DE,23/05/2024
2013-04,Depresión,28,Alemania,DE,23/05/2024
2013-05,Depresión,29,Alemania,DE,23/05/2024
2013-06,Depresión,29,Alemania,DE,23/05/2024
2013-07,Depresión,28,Alemania,DE,23/05/2024
2013-08,Depresión,27,Alemania,DE,23/05/2024
2013-09,Depresión,29,Alemania,DE,23/05/2024
2013-10,Depresión,33,Alemania,DE,23/05/2024
2013-11,Depresión,34,Alemania,DE,23/05/2024
2013-12,Depresión,29,Alemania,DE,23/05/2024
2014-01,Depresión,36,Alemania,DE,23/05/2024
2014-02,Depresión,34,Alemania,DE,23/05/2024
2014-03,Depresión,35,Alemania,DE,23/05/2024
2014-04,Depresión,30,Alemania,DE,23/05/2024
2014-05,Depresión,30,Alemania,DE,23/05/2024
2014-06,Depresión,31,Alemania,DE,23/05/2024
2014-07,Depresión,31,Alemania,DE,23/05/2024
2014-08,Depresión,35,Alemania,DE,23/05/2024
2014-09,Depresión,33,Alemania,DE,23/05/2024
2014-10,Depresión,34,Alemania,DE,23/05/2024
2014-11,Depresión,39,Alemania,DE,23/05/2024
2014-12,Depresión,36,Alemania,DE,23/05/2024
2015-01,Depresión,39,Alemania,DE,23/05/2024
2015-02,Depresión,38,Alemania,DE,23/05/2024
2015-03,Depresión,41,Alemania,DE,23/05/2024
2015-04,Depresión,43,Alemania,DE,23/05/2024
2015-05,Depresión,38,Alemania,DE,23/05/2024
2015-06,Depresión,34,Alemania,DE,23/05/2024
2015-07,Depresión,33,Alemania,DE,23/05/2024
2015-08,Depresión,32,Alemania,DE,23/05/2024
2015-09,Depresión,34,Alemania,DE,23/05/2024
2015-10,Depresión,37,Alemania,DE,23/05/2024
2015-11,Depresión,38,Alemania,DE,23/05/2024
2015-12,Depresión,36,Alemania,DE,23/05/2024
2016-01,Depresión,39,Alemania,DE,23/05/2024
2016-02,Depresión,41,Alemania,DE,23/05/2024
2016-03,Depresión,43,Alemania,DE,23/05/2024
2016-04,Depresión,41,Alemania,DE,23/05/2024
2016-05,Depresión,40,Alemania,DE,23/05/2024
2016-06,Depresión,37,Alemania,DE,23/05/2024
2016-07,Depresión,34,Alemania,DE,23/05/2024
2016-08,Depresión,33,Alemania,DE,23/05/2024
2016-09,Depresión,34,Alemania,DE,23/05/2024
2016-10,Depresión,39,Alemania,DE,23/05/2024
2016-11,Depresión,8,Alemania,DE,23/05/2024
2016-12,Depresión,5,Alemania,DE,23/05/2024
2017-01,Depresión,5,Alemania,DE,23/05/2024
2017-02,Depresión,5,Alemania,DE,23/05/2024
2017-03,Depresión,6,Alemania,DE,23/05/2024
2017-04,Depresión,5,Alemania,DE,23/05/2024
2017-05,Depresión,5,Alemania,DE,23/05/2024
2017-06,Depresión,5,Alemania,DE,23/05/2024
2017-07,Depresión,5,Alemania,DE,23/05/2024
2017-08,Depresión,6,Alemania,DE,23/05/2024
2017-09,Depresión,6,Alemania,DE,23/05/2024
2017-10,Depresión,6,Alemania,DE,23/05/2024
2017-11,Depresión,6,Alemania,DE,23/05/2024
2017-12,Depresión,5,Alemania,DE,23/05/2024
2018-01,Depresión,6,Alemania,DE,23/05/2024
2018-02,Depresión,7,Alemania,DE,23/05/2024
2018-03,Depresión,10,Alemania,DE,23/05/2024
2018-04,Depresión,10,Alemania,DE,23/05/2024
2018-05,Depresión,10,Alemania,DE,23/05/2024
2018-06,Depresión,10,Alemania,DE,23/05/2024
2018-07,Depresión,10,Alemania,DE,23/05/2024
2018-08,Depresión,9,Alemania,DE,23/05/2024
2018-09,Depresión,9,Alemania,DE,23/05/2024
2018-10,Depresión,10,Alemania,DE,23/05/2024
2018-11,Depresión,11,Alemania,DE,23/05/2024
2018-12,Depresión,10,Alemania,DE,23/05/2024
2019-01,Depresión,11,Alemania,DE,23/05/2024
2019-02,Depresión,10,Alemania,DE,23/05/2024
2019-03,Depresión,11,Alemania,DE,23/05/2024
2019-04,Depresión,10,Alemania,DE,23/05/2024
2019-05,Depresión,10,Alemania,DE,23/05/2024
2019-06,Depresión,11,Alemania,DE,23/05/2024
2019-07,Depresión,65,Alemania,DE,23/05/2024
2019-08,Depresión,66,Alemania,DE,23/05/2024
2019-09,Depresión,65,Alemania,DE,23/05/2024
2019-10,Depresión,70,Alemania,DE,23/05/2024
2019-11,Depresión,78,Alemania,DE,23/05/2024
2019-12,Depresión,66,Alemania,DE,23/05/2024
2020-01,Depresión,73,Alemania,DE,23/05/2024
2020-02,Depresión,72,Alemania,DE,23/05/2024
2020-03,Depresión,53,Alemania,DE,23/05/2024
2020-04,Depresión,57,Alemania,DE,23/05/2024
2020-05,Depresión,65,Alemania,DE,23/05/2024
2020-06,Depresión,67,Alemania,DE,23/05/2024
2020-07,Depresión,66,Alemania,DE,23/05/2024
2020-08,Depresión,57,Alemania,DE,23/05/2024
2020-09,Depresión,30,Alemania,DE,23/05/2024
2020-10,Depresión,7,Alemania,DE,23/05/2024
2020-11,Depresión,8,Alemania,DE,23/05/2024
2020-12,Depresión,7,Alemania,DE,23/05/2024
2021-01,Depresión,8,Alemania,DE,23/05/2024
2021-02,Depresión,8,Alemania,DE,23/05/2024
2021-03,Depresión,7,Alemania,DE,23/05/2024
2021-04,Depresión,8,Alemania,DE,23/05/2024
2021-05,Depresión,8,Alemania,DE,23/05/2024
2021-06,Depresión,8,Alemania,DE,23/05/2024
2021-07,Depresión,7,Alemania,DE,23/05/2024
2021-08,Depresión,7,Alemania,DE,23/05/2024
2021-09,Depresión,8,Alemania,DE,23/05/2024
2021-10,Depresión,7,Alemania,DE,23/05/2024
2021-11,Depresión,8,Alemania,DE,23/05/2024
2021-12,Depresión,8,Alemania,DE,23/05/2024
2022-01,Depresión,24,Alemania,DE,23/05/2024
2022-02,Depresión,83,Alemania,DE,23/05/2024
2022-03,Depresión,93,Alemania,DE,23/05/2024
2022-04,Depresión,79,Alemania,DE,23/05/2024
2022-05,Depresión,82,Alemania,DE,23/05/2024
2022-06,Depresión,82,Alemania,DE,23/05/2024
2022-07,Depresión,77,Alemania,DE,23/05/2024
2022-08,Depresión,77,Alemania,DE,23/05/2024
2022-09,Depresión,77,Alemania,DE,23/05/2024
2022-10,Depresión,75,Alemania,DE,23/05/2024
2022-11,Depresión,80,Alemania,DE,23/05/2024
2022-12,Depresión,78,Alemania,DE,23/05/2024
2023-01,Depresión,100,Alemania,DE,23/05/2024
2023-02,Depresión,86,Alemania,DE,23/05/2024
2023-03,Depresión,83,Alemania,DE,23/05/2024
2023-04,Depresión,40,Alemania,DE,23/05/2024
2023-05,Depresión,12,Alemania,DE,23/05/2024
2023-06,Depresión,13,Alemania,DE,23/05/2024
2023-07,Depresión,11,Alemania,DE,23/05/2024
2023-08,Depresión,11,Alemania,DE,23/05/2024
2023-09,Depresión,11,Alemania,DE,23/05/2024
2023-10,Depresión,11,Alemania,DE,23/05/2024
2023-11,Depresión,11,Alemania,DE,23/05/2024
2023-12,Depresión,11,Alemania,DE,23/05/2024
2024-01,Depresión,12,Alemania,DE,23/05/2024
2024-02,Depresión,12,Alemania,DE,23/05/2024
2024-03,Depresión,11,Alemania,DE,23/05/2024
2024-04,Depresión,12,Alemania,DE,23/05/2024
2024-05,Depresión,11,Alemania,DE,23/05/2024
Categoría: Todas las categorías,Depresión,,Estonia,EE,23/05/2024
Mes,Depresión,Depresión: (Estonia),Estonia,EE,23/05/2024
2010-01,Depresión,46,Estonia,EE,23/05/2024
2010-02,Depresión,43,Estonia,EE,23/05/2024
2010-03,Depresión,47,Estonia,EE,23/05/2024
2010-04,Depresión,40,Estonia,EE,23/05/2024
2010-05,Depresión,33,Estonia,EE,23/05/2024
2010-06,Depresión,52,Estonia,EE,23/05/2024
2010-07,Depresión,31,Estonia,EE,23/05/2024
2010-08,Depresión,27,Estonia,EE,23/05/2024
2010-09,Depresión,34,Estonia,EE,23/05/2024
2010-10,Depresión,49,Estonia,EE,23/05/2024
2010-11,Depresión,50,Estonia,EE,23/05/2024
2010-12,Depresión,30,Estonia,EE,23/05/2024
2011-01,Depresión,40,Estonia,EE,23/05/2024
2011-02,Depresión,51,Estonia,EE,23/05/2024
2011-03,Depresión,40,Estonia,EE,23/05/2024
2011-04,Depresión,31,Estonia,EE,23/05/2024
2011-05,Depresión,44,Estonia,EE,23/05/2024
2011-06,Depresión,33,Estonia,EE,23/05/2024
2011-07,Depresión,42,Estonia,EE,23/05/2024
2011-08,Depresión,29,Estonia,EE,23/05/2024
2011-09,Depresión,39,Estonia,EE,23/05/2024
2011-10,Depresión,47,Estonia,EE,23/05/2024
